Name,IATA,ICAO
Grossenbrode Railway Station,\N,\N
Amsterdam Bijlmer ArenA Station,\N,\N
Amsterdam Holendrecht Station,\N,\N
Abcoude Railway Station,\N,\N
Breukelen Railway Station,\N,\N
Maarssen Railway Station,\N,\N
Utrecht Zuilen Railway Station,\N,\N
Woerden Railway Station,\N,\N
Gouda Goverwelle Railway Station,\N,\N
Nieuwerkerk aan den IJssel Railway Station,\N,\N
Capelle Schollevaar Railway Station,\N,\N
Rotterdam Alexander Station,\N,\N
Gare de Saint-Denis,\N,\N
Garges Sarcelles RER,\N,\N
Gare de Mont de Terre,\N,\N
Kiwirrkurra,\N,YKIC
Ampilatwatja Airport,\N,YAMJ
Wien Mitte Railway Station,\N,\N
Mannsworth Station,\N,\N
Schwechat Railway Station,\N,\N
Kaiserbersdorf Station,\N,\N
Zentralfriedhof Station,\N,\N
Geiselbergestrasse Station,\N,\N
St. Marx Station,\N,\N
Rennweg Station,\N,\N
Bremen-Mahndorf Station,\N,\N
Gare des Trois Chenes,\N,\N
Gare de Bas Evette,\N,\N
Gare de Champagney,\N,\N
Gare de Illfurth,\N,\N
Gare d Altkirch,\N,\N
Gare de Dannemarie,\N,\N
Gare de Montreux-Vieux,\N,\N
Gare de Petit-Croix,\N,\N
Gare de Chevremont,\N,\N
Minden Railway Station,\N,\N
Kings Creek Airport,KCS,YKCS
Harts Range Airport,\N,YHTS
Potsdam Park Sanssouci Bahnhof,\N,\N
Werder Railway Station,\N,\N
Gross Kreutz Havel Railway Station,\N,\N
Gotz Bahnhof,\N,\N
Kirchmoser Bahnhof,\N,\N
Wusterwitz Bahnhof,\N,\N
Gusen Bahnhof,\N,\N
Burg Bahnhof,\N,\N
Moser Bahnhof,\N,\N
Biederitz Bahnhof,\N,\N
Herrenkrug Bahnhof,\N,\N
Neue Neustadt Bahnhof,\N,\N
Martinsburg Station,\N,\N
Cary Station,\N,\N
Southern Pines Station,\N,\N
Hamlet Station,\N,\N
Camden Station,\N,\N
Denmark Station,\N,\N
Valparaiso Station,\N,\N
Warsaw Station,\N,\N
Lima Station,\N,\N
Mansfield Union Station,\N,\N
Upper Sandusky Station,\N,\N
Bucyrus Station,\N,\N
Wooster Station,\N,\N
Canton Station,\N,\N
SkyTrain Parkhaus 4,\N,\N
SkyTrain Terminal A B,\N,\N
SkyTrain Terminal C,\N,\N
Elliott Airport,\N,YELL
Papunya Airport,\N,YPAY
Medienstadt Babelsberg Bahnhof,\N,\N
Michendorf Bahnhof,\N,\N
Seddin Bahnhof,\N,\N
Bruck Bahnhof,\N,\N
Baitz Bahnhof,\N,\N
Wiesenburg Bahnhof,\N,\N
Rosslau Bahnhof,\N,\N
St. Johann Railway Station,\N,\N
Gare de Bartenheim,\N,\N
Gare de Sierentz,\N,\N
Saint-Louis-la-Chaussee,\N,\N
Gare de Rixheim,\N,\N
Zbaszynek Railway Station,\N,\N
Swiebodzin Railway Station,\N,\N
Rzepin Railway Station,\N,\N
Laskowice Railway Station,\N,\N
Mogilno Railway Station,\N,\N
Dresden Mitte Station,\N,\N
Rangsdorf Railway Station,\N,\N
Zossen Railway Station,\N,\N
Baruth Mark Railway Station,\N,\N
Golssen Railway Station,\N,\N
Uckro Station,\N,\N
Walddrehna Railway Station,\N,\N
Ruckersdorf Railway Station,\N,\N
Hohenleipisch Railway Station,\N,\N
Elsterwerda Railway Station,\N,\N
Wildwood Station,\N,\N
Baldwin Crossing,\N,\N
Monoi Station,\N,\N
Tsuga Station,\N,\N
Higashi-Chiba,\N,\N
Koiwa Station,\N,\N
Kinshicho,\N,\N
Munster-Hiltrup Railway Station,\N,\N
Bohmte Railway Station,\N,\N
Lemforde Railway Station,\N,\N
Barnstorf Railway Station,\N,\N
Twistringen Railway Station,\N,\N
Bassum Railway Station,\N,\N
Bramstedt bei Syke Railway Station,\N,\N
Syke Railway Station,\N,\N
Kirchweyhe Railway Station,\N,\N
Aumuhle Station,\N,\N
Friedrichsruh Station,\N,\N
Buchen Keilbahnhof,\N,\N
Grabow Meckl Station,\N,\N
Klein Warnow Station,\N,\N
Karstadt Station,\N,\N
Glowen Station,\N,\N
Zernitz Station,\N,\N
Fregon Airport,\N,YFRG
Mount Liebig Airport,\N,YLBG
Rangali Seaplane Platform,\N,\N
Bernau bei Berlin Station,\N,\N
Eberswalde Hauptbahnhof,\N,\N
Britz Railway Station,\N,\N
Chorin Railway Station,\N,\N
Angermunde-Wilmersdorf,\N,\N
Warnitz Station,\N,\N
Seehausen Railway Station,\N,\N
Prenzlau Railway Station,\N,\N
Nechlin Railway Station,\N,\N
Pasewalk Railway Station,\N,\N
Jatznick Railway Station,\N,\N
Ferdinandshof Railway Station,\N,\N
Ducherow Railway Station,\N,\N
Anklam Railway Station,\N,\N
Klein Bunzow Railway Station,\N,\N
Zussow Railway Station,\N,\N
Gross Kiesow Railway Station,\N,\N
Greifswald Sud Railway Station,\N,\N
Greifswald Railway Station,\N,\N
Miltzow Railway Station,\N,\N
Stralsund Hauptbahnhof,\N,\N
Sarajevo Railway Station,\N,\N
Bolton Field,\N,KTZR
Baltrum Airport,BMR,EDWZ
Astorp Railway Station,\N,\N
Klippan Railway Station,\N,\N
Perstorp Railway Station,\N,\N
Hassleholm Centralstation,\N,\N
Osby Railway Station,\N,\N
Almhult Railway Station,\N,\N
Alvesta Railway Station,\N,\N
Lammhult Railway Station,\N,\N
Stockaryd Railway Station,\N,\N
Savsjo Railway Station,\N,\N
Nassjo Centralstation,\N,\N
Aneby Railway Station,\N,\N
Tranas Railway Station,\N,\N
Mjolby Railway Station,\N,\N
Linkoping Centralstation,\N,\N
Norrkoping Centralstation,\N,\N
Katrineholm Centralstation,\N,\N
Flen Railway Station,\N,\N
Gnesta Railway Station,\N,\N
Molnbo Railway Station,\N,\N
Jarna Railway Station,\N,\N
Sodertalje Syd Railway Station,\N,\N
Sodertalje Hamm Railway Station,\N,\N
Sodertalje Ostertalje Railway Station,\N,\N
Ronninge Railway Station,\N,\N
Tullinge Railway Station,\N,\N
Flemingsberg Railway Station,XEW,\N
Huddinge Railway Station,\N,\N
Alvsjo Railway Station,\N,\N
Stockholm-Sodra Station,\N,\N
Gare de Clamart,\N,\N
Gare de Meudon,\N,\N
Gare de Bellevue,\N,\N
Gare de Saint-Quentin-en-Yvelines,\N,\N
Wattenscheid Station,\N,\N
Essen West Station,\N,\N
Mulheim Hauptbahnhof,\N,\N
Mulheim West Station,\N,\N
Mulheim-Styrum Station,\N,\N
Essen-Frohnhausen Station,\N,\N
Essen-Steele Station,\N,\N
Essen-Steele Ost Station,\N,\N
Essen-Eiberg Station,\N,\N
Bochum-Ehrenfeld Station,\N,\N
Bochum-Langendreer West Station,\N,\N
Bochum-Langendreer Station,\N,\N
Dortmund-Kley Station,\N,\N
Dortmund-Oespel Station,\N,\N
Dortmund University Station,\N,\N
Dortmund-Dorstfeld Sud Station,\N,\N
Dortmund-Dorstfeld Station,\N,\N
Dortmund-Scharnhorst Station,\N,\N
Dortmund-Kurl Station,\N,\N
Kamen Station,\N,\N
Dusseldorf-Reisholz Station,\N,\N
Dusseldorf-Benrath Station,\N,\N
Langenfeld Station,\N,\N
Skagit Regional Airport,MVW,KBVS
Rudnitz Railway Station,\N,\N
Biesenthal Railway Station,\N,\N
Melchow Railway Station,\N,\N
Eurotunnel Folkestone Terminal,\N,\N
Stockholm-Karlberg Station,\N,\N
Stockholm-Solna Station,\N,\N
Stockholm-Ulriksdal Station,\N,\N
Stockholm-Helenelund Station,\N,\N
Sollentuna Railway Station,\N,\N
Rotebro Railway Station,\N,\N
Upplands Vasby Railway Station,\N,\N
Rosersberg Railway Station,\N,\N
Marsta Railway Station,\N,\N
Knivsta Railway Station,\N,\N
Storvreta Railway Station,\N,\N
Orbyhus Railway Station,\N,\N
Tierp Railway Station,\N,\N
Marma Railway Station,\N,\N
Skutskar Railway Station,\N,\N
Furuvik Railway Station,\N,\N
Gavle Centralstation,\N,\N
Ockelbo Railway Station,\N,\N
Lingbo Railway Station,\N,\N
Holmsveden Railway Station,\N,\N
Kilafors Railway Station,\N,\N
Bollnas Railway Station,\N,\N
Arbra Railway Station,\N,\N
Jarvso Railway Station,\N,\N
Ljusdal Railway Station,\N,\N
Alby Industrivagen soda,\N,\N
Ange Railway Station,\N,\N
Bracke Railway Station,\N,\N
Langsele Railway Station,\N,\N
Mellansel Railway Station,\N,\N
Vannas Resecentrum Station,\N,\N
Vindeln Resecentrum Station,\N,\N
Hallnas Railway Station,\N,\N
Bastutrask Railway Station,\N,\N
Jorn Railway Station,\N,\N
Alvsbyn Railway Station,\N,\N
Morjarv Railway Station,\N,\N
Karungi Railway Station,\N,\N
Kemi Railway Station,\N,\N
Kuivaniemi Railway Statoin,\N,\N
Haukipudas Railway Station,\N,\N
Kannas Railway Station,\N,\N
Bennas Railway Station,\N,\N
Kauhava Railway Station,\N,\N
Lapua Railway Station,\N,\N
Parkano Railway Station,\N,\N
Chandauli Majhwar Railway Station,\N,\N
Son Nagar Junction Railway Station,\N,\N
Sasaram Junction Railway Station,\N,\N
Anugrah Narayan Road Railway Station,\N,\N
Tughlakabad Railway Station,\N,\N
Faridabad New Town Railway Station,\N,\N
Bhuteshwar Railway Station,\N,\N
Raja ki Mandi Railway Station,\N,\N
Grossbeeren Bahnhof,\N,\N
Dresden-Trachau Station,\N,\N
Dresden-Coswig Station,\N,\N
Heidenau Railway Station,\N,\N
Schona Railway Station,\N,\N
Duffields MARC Station,\N,\N
Brunswick MARC Station,\N,\N
Point of Rocks MARC Station,\N,\N
Germantown MARC Station,\N,\N
Gaithersburg MARC Station,\N,\N
Silver Spring MARC Station,\N,\N
Crystal City VRE Station,\N,\N
Franconia Springfield Station,\N,\N
Woodbridge VRE Station,\N,\N
Fredericksburg Station,\N,\N
Spotsylvania VRE Station,\N,\N
Rippon VRE Station,\N,\N
Potomac Shores VRE Station,\N,\N
Brooke VRE Station,\N,\N
Leeland Road VRE Station,\N,\N
Lorton VRE Station,\N,\N
New Taipei Industrial Park Station,\N,\N
Chang Gung Memorial Hospital Station,\N,\N
Taoyuan Airport Terminal 1 Station,\N,\N
Taoyuan Airport Terminal 2 Station,\N,\N
Pantin RER Station,\N,\N
Noisy-le-Sec RER Station,\N,\N
Gare de Gagny,\N,\N
Gare de Chelles-Gournay,\N,\N
Gare de Chaville-Rive-Gauche,\N,\N
Gare de Saint-Cyr,\N,\N
Goondiwindi Airport,GOO,YGDI
Liman Airfield,\N,UKOE
Plesetsk military airfield,\N,XLAP
Gare de La Courneuve Aubervilliers,\N,\N
Gare de Drancy,\N,\N
Gare du Blanc Mesnil,\N,\N
Gare de Villepinte,\N,\N
CDGVAL Terminal 1 Station,\N,\N
CDGVAL Terminal 2 Station,\N,\N
CDGVAL Terminal 3 Roissypole Station,\N,\N
CDGVAL Parc de Stationnement PR Station,\N,\N
CDGVAL Parc de Stationnement PX Station,\N,\N
Plateau de Vanves Station,\N,\N
Gare de Sevres-Rive Gauche,\N,\N
Port harcourt,PHG,\N
Pablo Picasso Paris Metro Station,\N,\N
Gallieni Paris Metro Station,\N,\N
Bois Perrier RER Station,\N,\N
Porte Doree Paris Metro Station,\N,\N
Gentilly RER Station,\N,\N
Le Kremlin-Bicetre Paris Metro Station,\N,\N
Chilly-Mazarin RER Station,\N,\N
Lognes Emerainville Airport,\N,LFPL
Joinville-le-Pont RER Station,\N,\N
Aerogare des Invalides,\N,\N
Gare de Nemours - Saint-Pierre,\N,\N
Kaiseraugst Bahnhof,\N,\N
Sissach Bahnhof,\N,\N
Hagendorf Bahnhof,\N,\N
Dagmersellen Bahnhof,\N,\N
Hergiswil Bahnhof,\N,\N
Altdorf Bahnhof,\N,\N
Castione-Arbedo Railway Station,\N,\N
Cadenazzo Railway Station,\N,\N
Gallarate Railway Station,\N,\N
Saronno Railway Station,\N,\N
Certosa Railway Station,\N,\N
Brescia Railway Station,\N,\N
Vicenza Railway Station,\N,\N
Ponte di Brenta Railway Station,\N,\N
Portogruaro-Caorle Railway Station,\N,\N
San Marco Railway Station,\N,\N
Carina Railway Station,\N,\N
Pontebba Railway Station,\N,\N
Spittal-Millstatter See Bahnhof,\N,\N
Eben im Pongau Bahnhof,\N,\N
Holzkirchen Bahnhof,\N,\N
Leipheim Flugplatz,\N,\N
Wiesloch-Walldorf Bahnhof ,\N,\N
Leonberg Bahnhof,\N,\N
Weinsberg Bahnhof,\N,\N
Grunstadt Bahnhof,\N,\N
Gare de Saint-Hilaire-au-Temple,\N,\N
Terminal Station,\N,\N
Marion County Brown Field,APT,KAPT
Evergreen Regional Airport/Middleton Field,\N,KGZH
Flomaton Station,\N,\N
Pryor Field Regional Airport,DCU,KDCU
Glasgow Municipal Airport,GLW,KGLW
Lithonia Station,\N,\N
Madison-Holiday Inn Heliport,\N,\N
Augusta Shuttle Station,\N,\N
Harper Ridge Airstrip,\N,\N
Gare de Massy TGV,XJY,\N
Gare du Mans,ZLN,\N
Gare de Montfort-le-Gesnois,\N,\N
Gare de Saint-Mars-la-Briere,\N,\N
Gare de Champagne,\N,\N
Gare de Courtalain,\N,\N
Gare de Voves,\N,\N
Farasan,\N,\N
Flagler County Airport,FIN,KFIN
Strausberg Bahnhof,\N,\N
Rahnsdorf Station,\N,\N
Friedrichshagen Station,\N,\N
Amritsar Junction Railway Station,\N,\N
Chennai Central Railway Station,\N,\N
Tavernaero Park Airport,\N,\N
Hotel Los Recuerdos,\N,\N
Largo Station,\N,\N
Yeehaw Station,\N,\N
Williams Hawgwild Airport,\N,\N
Opa-Locka West Airport,\N,\N
Joe Robbie Stadium Heliport,\N,\N
Homestead Seaboard Air Line Railway Station,\N,\N
Lake Suzy Estates Airfield,\N,\N
Andytown Airstrip,\N,\N
Northside Station,\N,\N
Dr. Martin Luther King Jr. Plaza Station,\N,\N
Brownsville Station,\N,\N
Earlington Heights Station,\N,\N
Allapattah Station,\N,\N
Santa Clara Station,\N,\N
Civic Center Station,\N,\N
Culmer Station,\N,\N
Historic Overtown Lyric Theatre Station,\N,\N
Government Center Station,\N,\N
Third Street Metromover Station,\N,\N
Knight Center Metromover Station,\N,\N
Bayfront Park Metromover Station,\N,\N
First Street Metromover Station,\N,\N
College-Bayside Metromover Station,\N,\N
College North Metromover Station,\N,\N
Wilkie D. Ferguson Jr. Metromover Station,\N,\N
Miami Avenue Metromover Station,\N,\N
Highland Gardens Station,\N,\N
College Park MARTA Station,\N,\N
East Point MARTA Station,\N,\N
Lakewood-Fort McPherson MARTA Station,\N,\N
Oakland City MARTA Station,\N,\N
West End MARTA Station,\N,\N
Garnett MARTA Station,\N,\N
Five Points MARTA Station,\N,\N
Civic Center MARTA Station,\N,\N
North Avenue MARTA Station,\N,\N
Midtown MARTA Station,\N,\N
Arts Center MARTA Station,\N,\N
Lindbergh Center MARTA Station,\N,\N
Eglinton TTC Station,\N,\N
Davisville TTC Station,\N,\N
St. Clair TTC Station,\N,\N
Summerhill TTC Station,\N,\N
Rosedale TTC Station,\N,\N
Bloor Yonge TTC Station,\N,\N
Wellesley TTC Station,\N,\N
College TTC Station,\N,\N
Dundas TTC Station,\N,\N
Queen TTC Station,\N,\N
King TTC Station,\N,\N
Union TTC Station,\N,\N
Toronto Pearson Terminal 1 Station,\N,\N
Long Branch GO Station,\N,\N
Badaling Station,\N,\N
34th Street Hudson Yards Station,\N,\N
Battery Park Landing,\N,\N
59th St BMT 4th Ave Line Brooklyn Station,\N,\N
8th Ave BMT Sea Beach Line Brooklyn Station,\N,\N
Goethals Bridge Staten Island Station,\N,\N
Wall St IRT Lexington Ave Line Station,\N,\N
Fulton St. Station ,\N,\N
Brooklyn Bridge City Hall Chambers St,\N,\N
Canal St. Station,\N,\N
Spring St. IRT Lexington Ave Line,\N,\N
Bleecker St. Broadway Lafayette St. Station,\N,\N
Astor Place IRT Lexington Ave Line Station,\N,\N
14th St. Union Square Station,\N,\N
23rd St. IRT Lexington Ave Line Station,\N,\N
28th St. IRT Lexington Ave Line Station,\N,\N
33rd St. IRT Lexington Ave Line Station,\N,\N
Grand Central 42nd St. Station,\N,\N
Times Square 42nd St. Port Authority Station,\N,\N
50th St. IRT Broadway 7th Ave Line Station,\N,\N
59th St. Columbus Circle Station,\N,\N
66th St. Lincoln Ctr. IRT Broadway 7th Ave. Line Station,\N,\N
72nd St. IRT Broadway 7th Ave. Line Station,\N,\N
79th St. IRT Broadway 7th Ave. Line Station,\N,\N
86th St. IRT Broadway 7th Ave. Line Station,\N,\N
Paterson Station,\N,\N
Wayne Route 23 Transit Center,\N,\N
Denville Station,\N,\N
Mount Arlington Station,\N,\N
Mount Olive Station,\N,\N
Columbia NJ Station,\N,\N
Birchwood Pocono Airport,\N,\N
Rye Station,\N,\N
Woodbridge NJT Station,\N,\N
Meadowlands Station,\N,\N
Metuchen Station,\N,\N
Cranbury Station,\N,\N
Collins Field,\N,\N
RCA Landing Strip,\N,\N
Halltown Airport,\N,\N
Riverline Florence Station,\N,\N
Larchmont  Metro North Station,\N,\N
Westerly Station,\N,\N
Wickford Junction MBTA Station,\N,\N
TF Green Airport MBTA Station,\N,\N
South Attleboro MBTA Station,\N,\N
Danielson Airport,\N,KLZD
Waterbury Union Station,\N,\N
Brewster Station,\N,\N
Route 128 Amtrak Station,\N,\N
Auburndale MBTA Station,\N,\N
Newtonville Station,\N,\N
Central MBTA Station,\N,\N
JFK Umps MBTA Station,\N,\N
Andrew MBTA Station,\N,\N
Quincy Adams MBTA Station,\N,\N
Aquarium MBTA Station,\N,\N
North Station,\N,\N
Community College MBTA Station,\N,\N
Sullivan Square MBTA Station,\N,\N
Wormid Air,\N,\N
Palmer Train Depot,\N,\N
Lee Train Depot,\N,\N
Lohring Station,\N,\N
Rathaus Nord Station,\N,\N
Trevose Station,\N,\N
Hatboro Station,\N,\N
Fort Washington Station,\N,\N
Norristown Transportation Center,\N,\N
Hughes Park Station,\N,\N
Fetters Construction Airport,\N,\N
Spring Mill Station,\N,\N
Conshohocken Station,\N,\N
Wissahickon Station,\N,\N
East Falls Station,\N,\N
Girard Av and 34th St Station,\N,\N
University City Station,\N,\N
Oregon Station,\N,\N
Eastwick Station,\N,\N
Crum Lynne Station,\N,\N
Marcus Hook Station,\N,\N
Churchmans Crossing station,\N,\N
Delaware Crossing,\N,\N
Wibautstraat Metro Station,\N,\N
Stadhuis Metro Station,\N,\N
Ropsten Tunnelbanestation,\N,\N
Ostermalmstorg Tunnelbanestation,\N,\N
Gardet Tunnelbanestation,\N,\N
Karlaplan Tunnelbanestation,\N,\N
T-Centralen,\N,\N
Friesenplatz Station,\N,\N
Rudolfplatz Station,\N,\N
Barbarossaplatz Station,\N,\N
Zulpicherplatz Station,\N,\N
Docker River Airport,DKV,YDVR
Jerry Phibbs Air,\N,\N
Amsterdam Station,\N,\N
Di Stefano Airpark,\N,\N
Riverside Airpark,\N,\N
Billinski Airport,\N,\N
Double D Skyranch,\N,\N
Lackawanna Station,\N,\N
Port Jervis Metro North Station,\N,\N
Bloomsburg Municipal Airport,\N,\N
Poverty Air,\N,\N
Bellefonte Airport,N96,\N
Clearfield Lawrence Airport,\N,KFIG
Emlenton Municipal Airport,\N,\N
West Middlesex Airport,\N,\N
Wetzl Airport,\N,\N
Hermitage Airstrip,\N,\N
Cranberry Township Rec Air,\N,\N
Cedar Run Airport,\N,\N
Greenbelt Station,\N,\N
West Falls Church Metro Station,\N,\N
McLean Metro Station,\N,\N
Grosvenor Strathmore Metro Station,\N,\N
Forest Glen Metro Station,\N,\N
Mansfield MBTA Station,\N,\N
Gilbert AirPark,\N,\N
Homestead Inn Landing Field,\N,\N
Fremont Ind Station,\N,\N
Aretz Airport,\N,\N
Jasper County Airport,RNZ,KRZL
Mayo Clinic Helipad,\N,\N
Piraeus Ferry Terminal,\N,PIRA
Santorini Ferry Terminal,\N,RINI
Heraklion Ferry Terminal,\N,HERA
Barcelona-Sants,\N,BCNR
Seville Prado San Sebastian Bus Station,\N,SEVB
Madrid Estacion Sur,\N,MADB
Granada Bus Station,\N,GRNB
Formosa Boulevard KMRT Station,\N,\N
Sinyi Elementary School KMRT Station,\N,\N
Cultural Center KMRT Station,\N,\N
Wukuaicuo KMRT Station,\N,\N
World Games KMRT Station,\N,\N
Ecological District KMRT Station,\N,\N
Kaohsiung Arena KMRT Station,\N,\N
Aozihdi KMRT Station,\N,\N
Houyi KMRT Station,\N,\N
Central Park KMRT Station,\N,\N
Sanduo Shopping District KMRT Station,\N,\N
Shihjia KMRT Station,\N,\N
Kaisyuan KMRT Station,\N,\N
Cianjhen Senior High School KMRT Station,\N,\N
Caoya KMRT Station,\N,\N
Old Bridge Airport,3N6,\N
Opfikon Railway Station,\N,\N
Horgen Oberdorf Railway Station,\N,\N
Cham Railway Station,\N,\N
Rotkreuz Railway Station,\N,\N
Yuanyangguojizhongxin Station,\N,\N
Shunchiqiao Station,\N,\N
Jingjianglu Station,\N,\N
Cuifuxincun Station,\N,\N
Yudongcheng Station,\N,\N
Dengzhoulu Station,\N,\N
Konggangjingjiqu Station,\N,\N
Guoshanlu Station,\N,\N
Sanchong Station,\N,\N
Xinzhuang Fuduxin Station,\N,\N
Taishan Station,\N,\N
Taishan Guihe Station,\N,\N
National Taiwan Sport University Station,\N,\N
Linkou Station,\N,\N
Shanbi Station,\N,\N
Kengkou Taoyuan Metro Station,\N,\N
Ti Tree Airport,\N,YTIT
Sabetta International Airport,SBT,USDA
Punalu'u Waterfall,\N,\N
Alxa Left Banner Bayanhot Airport,AXF,ZBAL
Tuan Chau,\N,\N
Port Kent,PRK,\N
Larvik,\N,\N
Hirtshals,\N,\N
Frederikshavn,\N,\N
Bergen Norled Ferry,BNF,\N
Balestrand Ferry Terminal,\N,BFTN
Hull Rail Station,\N,HULR
Kalmar Rail Station,\N,KARS
El Fuentero Airport,\N,SVFT
DFDS Copenhagen Terminal,\N,DFDS
Elvesaeter Center,\N,ELVE
Bourges Central Station,\N,BOCS
Amboise Central,\N,AMCS
Mont St. Michel,\N,MTSM
Bayeux Rail Station,\N,BACS
Wanggoolba Airstrip,\N,\N
Prague na knizeci,\N,PRBS
Pscheveny,\N,PSFV
Sturgate Airfield,\N,EGCS
Plitvice National Park,\N,PLNP
Rab Ferry Terminal,\N,RAFT
Lake Bled Central,\N,LBCS
Simberi Airport,NIS,AYSE
Bulolo Airport,BUL,AYBU
Quito City old UIO,\N,\N
Kintore Airport,\N,YKNT
Freeport Harbor,\N,\N
Statesboro Bulloch County Airport,TBR,KTBR
Utopia Airport,\N,YUTP
Greenwood Heliport,\N,\N
PCB,\N,\N
Meningie,\N,\N
Blankenfelde-Mahlow Junction,\N,\N
Birkengrund-Outer Ring Junction,\N,\N
Nyrripi Airport,\N,YNRR
Amata Airport,AMT,YAMT
Cooperstown,COP,\N
OSRUI,OCO,\N
Glacier Country Heliport,\N,NZGH
Athens Airport Station,\N,\N
Koropi Station,\N,\N
Paiania Kantza Station,\N,\N
Pallini Station,\N,\N
Doukissis Plakentias Station,\N,\N
Chalandri Metro Station,\N,\N
Agia Paraskevi Metro Station,\N,\N
Nomismatokopio Metro Station,\N,\N
Ethniki Amyna Metro Station,\N,\N
Katechaki Metro Station,\N,\N
Panormou Metro Station,\N,\N
Ambelokipi Metro Station,\N,\N
Megaro Moussikis Metro Station,\N,\N
Evangelismos Metro Station,\N,\N
Syntagma Metro Station,\N,\N
Akropoli Metro Station,\N,\N
O'Hare CTA Station,\N,\N
Erldunda Airport,EDD,YERL
Helisul I Heliport,\N,SSHH
North Sea,\N,PIPB
North Sea,\N,SFOX
Harun Thohir Airport,BXW,\N
Finke Airport,FIK,YFNE
Skypier,\N,HKIA
Camocim,CMC,\N
Humberto Ghizzo Bortoluzzi Regional Airport,JJG,SBJA
Linz Hauptbahnhof,LZS,\N
Miami Seaplane Tours,\N,\N
Chatsworth Station,\N,\N
Timisoara Nord Station,\N,\N
Uptown Station,BNL,\N
Marrakesh Station,\N,\N
Tanger-Ville Station,\N,\N
Udaipur City Station,\N,\N
Jaipur Junction Station,\N,\N
Agra Fort Station,\N,\N
Hazrat Nizamuddin Station,NZM,\N
Xi'an Railway Station,\N,\N
Tanger Port,\N,\N
Kamenari Ferry Port,\N,\N
Lepetane Ferry Port,\N,\N
Sunnyside Municipal Airport,1S5,\N
Nypari Airport,\N,YNYP
Alexanderplatz Station,\N,\N
Ihtiman Airfield,\N,LBHT
Salisbury train station,\N,\N
Bath Spa train station,\N,\N
Vogtareuth Airport,\N,EDNV
Embarcadero,EMB,KEMB
[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way,\N,XXXX
XXSNO,\N,\N
Off Airport - Snowfield,\N,XFGL
Off Airport - Portage Hotel,\N,XKEN
Off Airport - Picton SPB,\N,XPIC
New Smyrna Beach Municipal Airport,\N,KEVB
Olkurruk Mara Airport,\N,6112
Las Vegas Helicopters Heliport,\N,NV03
Delta Camp Airport,\N,FBDT
Hwange (Town) Airport,WKI,FVWT
Off Airport - Zambezi,\N,XVFA
Harbour (Public) Heliport,\N,CBC7
Victoria Harbour (Camel Point) Heliport,\N,CBF7
Rostock Hauptbahnhof,\N,\N
Warnemunde Bahnhof,\N,\N
Kulgera Roadhouse,\N,YKUL
Milan Central Railway Station,\N,MILC
Venezia Mestre railway station,\N,VENM
Pisa Centrale railway station,\N,PISR
Salerno railway station,\N,SALR
Zurich Hauptbahnhof,\N,ZURR
Shushenskoye Airport,\N,UNAU
Uberruhr Station,\N,\N
Holthausen Station,\N,\N
Kupferdreh Station,\N,\N
Nierenhof Station,\N,\N
Langenberg,\N,\N
Neviges Station,\N,\N
Rosenhugel Station,\N,\N
Aprath Station,\N,\N
Rovershagen Station,\N,\N
Gelbensande Station,\N,\N
Ribnitz-Damgarten West Station,\N,\N
Ribnitz-Damgarten Ost Station,\N,\N
Martensdorf Station,\N,\N
Grunhufe Station,\N,\N
Warnemunde Fahre,\N,\N
Hohe Dune Fahre,\N,\N
Bramow Station,\N,\N
Werft Station,\N,\N
Lutten Klein Station,\N,\N
Parkstrasse Station,\N,\N
Kassebohm Station,\N,\N
Oranienburg Station,\N,\N
Lowenberg Station,\N,\N
Gransee Station,\N,\N
Dannenwalde Station,\N,\N
Furstenberg Station,\N,\N
Neustrelitz Hauptbahnhof,\N,\N
Kratzeburg Station,\N,\N
Waren Station,\N,\N
Langhagen Station,\N,\N
Lalendorf Station,\N,\N
Gustrow Station,\N,\N
Schwaan Station,\N,\N
Stockerau Airport,\N,LOAU
Karlskrona Central Station,\N,\N
Schwedt Station,\N,\N
Klaipėda Airport,KLJ,EYKL
St. Mary's Railway station,\N,\N
Jalal-Abad Airport,ДЖБ,UCFJ
Iowa County Airport,\N,KMRJ
Middleton Municipal Airport - Morey Field,C29,\N
West Bend Municipal Airport,ETB,KETB
Gaylord Regional Airport,GLR,KGLR
Richard B Helgeson Airport,TWM,\N
Anderson Municipal Darlington Field,AID,KAID
Cenej Airport,QND,LYNS
Grundarfjörður Airport,GUU,BIGF
Prairie Du Chien Municipal Airport,PCD,KPDC
Caoqiao Station,\N,\N
City Link Transit Center,\N,\N
Las Vegas Station,\N,\N
Lamy Station,\N,\N
Gallup Station,\N,\N
Winslow Station,\N,\N
Flagstaff Station,\N,\N
Williams Junction Station,\N,\N
Kingman Station,\N,\N
Needles Station,\N,\N
Barstow Harvey House,\N,\N
Victor Valley Transportation Center,\N,\N
San Bernardino Santa Fe Depot,\N,\N
Joseph Tavaglione Riverside Downtown Station,\N,\N
Fullerton Transportation Center,\N,\N
Natuashish Airport,\N,\N
Cascade Heliport,\N,WA98
Air Orlando Heliport,\N,2FD7
PUCHW,\N,\N
NEUHS,\N,\N
PUCHW,\N,\N
NEUHS,\N,\N
VOESD,\N,\N
WEIBG,\N,\N
Karolino,\N,UMNG
