id,text,unit,updated,firstPeriod,latestPeriod,active,variables
MPK51,Livsforsikringsselskabernes balance,Mio. kr.,2021-11-29T08:00:00,2001,2020,True,"['aktiv/passiv', 'tid']"
MPK52,Skadesforsikringsselskabernes resultatopgørelse,Mio. kr.,2021-11-29T08:00:00,2001,2020,True,"['indtægt/udgift', 'tid']"
MPK53,Skadesforsikringsselskabernes balance,Mio. kr.,2021-11-29T08:00:00,2001,2020,True,"['aktiv/passiv', 'tid']"
MPK49,Pensionskasser,Mio. kr.,2021-11-29T08:00:00,2000,2020,True,"['aktiv/passiv', 'type', 'tid']"
MPK55,"Den finansielle sektor, hovedtal",Mia. kr.,2021-11-29T08:00:00,2001,2020,True,"['institution', 'type', 'tid']"
ISP1,Produktionsindeks for Serviceerhverv,Indeks,2022-02-28T08:00:00,2009M01,2021M12,True,"['sæsonkorrigering', 'branche hovedgrupper', 'tid']"
PRIS1515,Producentprisindeks for tjenester,Indeks,2022-02-15T08:00:00,2006K1,2021K4,True,"['branche', 'enhed', 'tid']"
SERV1403,It-servicevirksomhed,1.000 kr.,2022-01-07T08:00:00,2012,2020,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1405,Reklamevirksomhed,1.000 kr.,2021-11-29T08:00:00,2012,2020,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1415,Omsætning for reklamevirksomhed,Pct.,2021-11-29T08:00:00,2012,2020,True,"['medier', 'tid']"
SERV1404,Vikarbureauer og anden personaleformidling,1.000 kr.,2021-11-29T08:00:00,2012,2020,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1414,Solgte vikartimer,Timer,2021-11-29T08:00:00,2012,2020,True,"['branche', 'tid']"
SERV1408,Juridisk bistand,1.000 kr.,2021-12-07T08:00:00,2012,2020,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1418,Rådgivende ingeniørvirksomhed,1.000 kr.,2020-12-15T08:00:00,2012,2019,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1417,Teknisk afprøvning og analyse,1.000 kr.,2020-12-15T08:00:00,2012,2019,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1416,Arkitektvirksomhed,1.000 kr.,2020-12-15T08:00:00,2012,2019,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1420,Markedsanalyse og offentlig meningsmåling,1.000 kr.,2020-12-15T08:00:00,2012,2019,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1406,Bogføring- og revisionsvirksomhed,1.000 kr.,2021-11-29T08:00:00,2012,2020,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
SERV1407,Anden virksomhedsrådgivning,1.000 kr.,2021-11-29T08:00:00,2012,2020,True,"['serviceydelser', 'omsætning og eksport', 'tid']"
BARO1,"Udviklingsforløb i industrien, kvartalsvis",Pct.,2022-01-28T08:00:00,2005K1,2022K1,True,"['branche (DB07)', 'indikator', 'bedømmelse', 'forløb', 'tid']"
BARO2,"Vurderinger i industrien, kvartalsvis",Pct.,2022-01-28T08:00:00,2005K1,2022K1,True,"['branche (DB07)', 'indikator', 'bedømmelse', 'tid']"
BARO3,Produktionsbegrænsninger i industrien,Pct.,2022-01-28T08:00:00,2005K1,2022K1,True,"['branche (DB07)', 'type', 'tid']"
BARO4,Kapacitetsudnyttelse i industrien,Pct.,2022-01-28T08:00:00,2005K1,2022K1,True,"['branche (DB07)', 'tid']"
BARO6,"Udviklingsforløb i industrien, månedlig",Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['branche (DB07)', 'indikator', 'bedømmelse', 'forløb', 'tid']"
BARO7,"Vurderinger i industrien, månedlig",Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['branche (DB07)', 'indikator', 'bedømmelse', 'tid']"
BARO8,Sammensat konjunkturindikator for industrien,Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['indikator', 'sæsonkorrigering', 'tid']"
BARO9,"Varighed af produktion, i antal måneder, dækket af nuværende ordrebeholdning",Antal,2022-01-28T08:00:00,2005K1,2022K1,True,"['branche (DB07)', 'tid']"
BARO1K,"Udviklingsforløb i industrien, nettotal, kvartalsvis (sæsonkorrigeret)",Pct.,2022-01-28T08:00:00,2005K1,2022K1,True,"['indikator', 'sæsonkorrigering', 'forløb', 'tid']"
BARO2K,"Vurderinger i industrien, nettotal, kvartalsvis (sæson- og brudkorrigeret)",Pct.,2022-01-28T08:00:00,2005K1,2022K1,True,"['indikator', 'sæsonkorrigering', 'tid']"
BARO6K,"Udviklingsforløb i industrien, nettotal, månedlig (sæsonkorrigeret),",Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['indikator', 'sæsonkorrigering', 'forløb', 'tid']"
BARO7K,"Vurderinger i industrien, nettotal, månedlig (sæson- og brudkorrigeret)",Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['indikator', 'sæsonkorrigering', 'tid']"
BARO8K,Sammensat konjunkturindikator for industrien (brudkorrigeret),Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['indikator', 'sæsonkorrigering', 'tid']"
KBYG11,Udviklingsforløb for bygge og anlæg,Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['branche (DB07)', 'indikator', 'bedømmelse', 'forløb', 'tid']"
KBYG22,Vurdering af ordrebeholdningen i bygge og anlæg,Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['branche (DB07)', 'bedømmelse', 'tid']"
KBYG33,Produktionsbegrænsninger i bygge og anlæg,Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['branche (DB07)', 'type', 'tid']"
KBYG44,Sammensat konjunkturindikator for bygge og anlæg,Pct.,2022-02-25T08:00:00,1998M01,2022M02,True,"['indikator', 'sæsonkorrigering', 'tid']"
KBYG66,"Varighed af arbejde, i antal måneder, dækket af nuværende ordrebeholdning",Antal,2022-02-25T08:00:00,2005M01,2022M02,True,"['branche (DB07)', 'tid']"
KBYG11K,"Udviklingsforløb i bygge og anlæg, nettotal (sæsonkorrigeret)",Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['branche (DB07)', 'indikator', 'sæsonkorrigering', 'forløb', 'tid']"
KBYG22K,"Vurdering af ordrebeholdningen i bygge og anlæg, nettotal (sæson- og brudkorrigeret)",Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['branche (DB07)', 'indikator', 'sæsonkorrigering', 'tid']"
KBYG44K,Sammensat konjunkturindikator for bygge og anlæg (brudkorrigeret),Pct.,2022-02-25T08:00:00,2005M01,2022M02,True,"['indikator', 'sæsonkorrigering', 'tid']"
KBD1,Udviklingsforløb i detailhandlen,Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['branche (DB07)', 'indikator', 'bedømmelse', 'forløb', 'tid']"
KBD2,Vurdering af varelagre i detailhandlen,Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['branche (DB07)', 'bedømmelse', 'tid']"
KBD3,Sammensat konjunkturindikator for detailhandel,Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['indikator', 'sæsonkorrigering', 'tid']"
KBD1K,"Udviklingsforløb i detailhandlen, nettotal (sæsonkorrigeret)",Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['branche', 'indikator', 'sæsonkorrigering', 'forløb', 'tid']"
KBD2K,"Vurdering af varelagre i detailhandlen, nettotal, (sæson- og brudkorrigeret)",Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['branche', 'indikator', 'sæsonkorrigering', 'tid']"
KBD3K,Sammensat konjunkturindikator for detailhandel (brudkorrigeret),Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['indikator', 'sæsonkorrigering', 'tid']"
KBS1,Udviklingsforløb i serviceerhverv,Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['branche (DB07)', 'indikator', 'bedømmelse', 'forløb', 'tid']"
KBS2,Produktionsbegrænsninger i serviceerhverv,Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['branche (DB07)', 'type', 'tid']"
KBS3,Kapacitetsudnyttelse i serviceerhverv (ultimo måneden før),Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['branche (DB07)', 'tid']"
KBS4,Sammensat konjunkturindikator for serviceerhverv,Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['indikator', 'sæsonkorrigering', 'tid']"
KBS1K,"Udviklingsforløb i serviceerhverv, nettotal",Pct.,2022-02-25T08:00:00,2011M05,2022M02,True,"['indikator', 'sæsonkorrigering', 'forløb', 'tid']"
IFI01R,Industriens investeringsforventninger,Pct.,2021-10-28T08:00:00,2010,2022,True,"['branche (DB07)', 'opgørelse (målingstidspunkt)', 'bedømmelse', 'tid']"
IFIB,Industriens investeringsforventninger,Pct.,2021-11-30T08:00:00,2010,2022,True,"['branche (DB07)', 'påvirkende forhold', 'tid']"
IFIF,Industriens investeringsforventninger,Pct.,2021-10-28T08:00:00,2010,2022,True,"['branche (DB07)', 'formål', 'tid']"
IFI01,Industriens investeringsforventninger,Pct.,2021-10-28T08:00:00,2010,2022,True,"['branche (DB07)', 'bedømmelse', 'tid']"
IFI02R,Industriens investeringsforventninger,Pct.,2021-10-28T08:00:00,2010,2022,True,"['branche (DB07)', 'opgørelse (målingstidspunkt)', 'investeringstype', 'bedømmelse', 'tid']"
IFI02,Industriens investeringsforventninger,Pct.,2021-10-28T08:00:00,2010,2021,True,"['branche (DB07)', 'investeringstype', 'bedømmelse', 'tid']"
TILLID,Tillidsindikatorer for erhvervene,Indeks,2022-02-25T08:00:00,1990M01,2022M02,True,"['indikator', 'tid']"
KONCYK1,Konjunkturcyklus,-,2022-02-25T08:00:00,1998M02,2022M02,True,"['branche', 'enhed', 'tid']"
BIL5,Nyregistrerede motorkøretøjer,Antal,2022-02-10T08:00:00,1992M01,2022M01,True,"['køretøjstype', 'tid']"
BIL55,Nyregistrerede personbiler,Antal,2022-02-10T08:00:00,2007M01,2022M01,True,"['registreringsform', 'tid']"
BIL6,"Nyregistreringer, brugtvognshandel og bestand mv.",Antal,2022-02-10T08:00:00,2000M01,2022M01,True,"['køretøjstype', 'enhed', 'tid']"
BIL50,Nyregistrerede personbiler,-,2022-02-10T08:00:00,2004M01,2022M01,True,"['ejerforhold', 'bil segment', 'enhed', 'tid']"
BIL51,Nyregistrerede personbiler,Antal,2022-02-10T08:00:00,2011M01,2022M01,True,"['ejerforhold', 'drivmiddel', 'tid']"
BIL52,Bestanden af personbiler,Antal,2022-02-10T08:00:00,2011M01,2022M01,True,"['ejerforhold', 'drivmiddel', 'tid']"
EE1,Nyregistrerede personbiler,-,2021-09-23T08:00:00,1997M07,2021M06,True,"['energieffektivitet', 'ejerforhold', 'drivmiddel', 'tid']"
EE2,Nyregistrerede benzindrevne personbiler,Antal,2021-09-23T08:00:00,1997H2,2021H1,True,"['kilometer pr. liter', 'ejerforhold', 'tid']"
EE3,Nyregistrerede dieseldrevne personbiler,Antal,2021-09-23T08:00:00,1997H2,2021H1,True,"['kilometer pr. liter', 'ejerforhold', 'tid']"
TEMA9013,Biler og deres C02-udledning,Indeks,2021-11-25T08:00:00,1990,2020,True,"['enhed', 'tid']"
BIL600,Familiernes bilkøb (faktiske tal),Antal,2021-06-25T08:00:00,2006,2020,True,"['område', 'købsmønster', 'tid']"
BIL611,Familiernes bilkøb (andele og fordelinger),Pct.,2021-06-25T08:00:00,2006,2020,True,"['område', 'enhed', 'købsmønster', 'tid']"
BIL62,Familiernes bilkøb (faktiske tal),Antal,2021-06-25T08:00:00,1999,2020,True,"['købstype', 'familietype', 'købsmønster', 'tid']"
BIL63,Familiernes bilkøb (andele og fordelinger),Pct.,2021-06-25T08:00:00,1999,2020,True,"['enhed', 'familietype', 'købsmønster', 'tid']"
BIL64,Familiernes bilkøb (faktiske tal),Antal,2021-06-25T08:00:00,1999,2019,True,"['købstype', 'uddannelse', 'købsmønster', 'tid']"
BIL65,Familiernes bilkøb (andele og fordelinger),Pct.,2021-06-25T08:00:00,1999,2019,True,"['enhed', 'uddannelse', 'købsmønster', 'tid']"
BIL66,Familiernes bilkøb (faktiske tal),Antal,2021-06-25T08:00:00,1999,2019,True,"['købstype', 'indkomst', 'købsmønster', 'tid']"
BIL67,Familiernes bilkøb (andele og fordelinger),Pct.,2021-06-25T08:00:00,1999,2019,True,"['enhed', 'indkomst', 'købsmønster', 'tid']"
BIL68,Familiernes bilkøb (faktiske tal),Antal,2021-06-25T08:00:00,1999,2019,True,"['købstype', 'boligforhold', 'købsmønster', 'tid']"
BIL69,Familiernes bilkøb (andele og fordelinger),Pct.,2021-06-25T08:00:00,1999,2019,True,"['enhed', 'boligforhold', 'købsmønster', 'tid']"
BIL70,Familiernes bilkøb (faktiske tal),Antal,2021-06-25T08:00:00,1999,2019,True,"['købstype', 'socioøkonomisk status', 'købsmønster', 'tid']"
BIL71,Familiernes bilkøb (andele og fordelinger),Pct.,2021-06-25T08:00:00,1999,2019,True,"['enhed', 'socioøkonomisk status', 'købsmønster', 'tid']"
BIL72,Familiernes bilkøb (faktiske tal),Antal,2021-06-25T08:00:00,2016,2020,True,"['bystørrelse', 'købsmønster', 'tid']"
BIL73,Familiernes bilkøb (andele og fordelinger),Pct.,2021-06-25T08:00:00,2016,2020,True,"['enhed', 'bystørrelse', 'købsmønster', 'tid']"
BIL800,Familiernes bilrådighed (faktiske tal),Antal,2021-07-02T08:00:00,2007,2021,True,"['område', 'rådighedsmønster', 'tid']"
BIL811,Familiernes bilrådighed (andele og fordelinger),Pct.,2021-07-02T08:00:00,2007,2021,True,"['område', 'enhed', 'rådighedsmønster', 'tid']"
BIL82,Familiernes bilrådighed (faktiske tal),Antal,2021-07-02T08:00:00,2000,2021,True,"['bestand', 'familietype', 'rådighedsmønster', 'tid']"
BIL83,Familiernes bilrådighed (andele og fordelinger),Pct.,2021-07-02T08:00:00,2000,2021,True,"['enhed', 'familietype', 'rådighedsmønster', 'tid']"
BIL84,Familiernes bilrådighed (faktiske tal),Antal,2021-07-02T08:00:00,2000,2020,True,"['bestand', 'uddannelse', 'rådighedsmønster', 'tid']"
BIL85,Familiernes bilrådighed (andele og fordelinger),Pct.,2021-07-02T08:00:00,2000,2020,True,"['enhed', 'uddannelse', 'rådighedsmønster', 'tid']"
BIL86,Familiernes bilrådighed (faktiske tal),Antal,2021-07-02T08:00:00,2000,2020,True,"['bestand', 'indkomst', 'rådighedsmønster', 'tid']"
BIL87,Familiernes bilrådighed (andele og fordelinger),Pct.,2021-07-02T08:00:00,2000,2020,True,"['enhed', 'indkomst', 'rådighedsmønster', 'tid']"
BIL88,Familiernes bilrådighed (faktiske tal),Antal,2021-07-02T08:00:00,2000,2020,True,"['bestand', 'boligforhold', 'rådighedsmønster', 'tid']"
BIL89,Familiernes bilrådighed (andele og fordelinger),Pct.,2021-07-02T08:00:00,2000,2020,True,"['enhed', 'boligforhold', 'rådighedsmønster', 'tid']"
BIL90,Familiernes bilrådighed (faktiske tal),Antal,2021-07-02T08:00:00,2000,2020,True,"['bestand', 'socioøkonomisk status', 'rådighedsmønster', 'tid']"
BIL91,Familiernes bilrådighed (andele og fordelinger),Pct.,2021-07-02T08:00:00,2000,2020,True,"['enhed', 'socioøkonomisk status', 'rådighedsmønster', 'tid']"
BIL92,Familiernes bilrådighed (faktiske tal),Antal,2021-07-02T08:00:00,2013,2021,True,"['bystørrelse', 'rådighedsmønster', 'tid']"
BIL93,Familiernes bilrådighed (andele og fordelinger),Pct.,2021-07-02T08:00:00,2013,2021,True,"['enhed', 'bystørrelse', 'rådighedsmønster', 'tid']"
BIL707,Bestanden af køretøjer pr 1. januar,Antal,2021-03-22T08:00:00,2007,2021,True,"['område', 'køretøjstype', 'tid']"
BIL8,Bestand af køretøjer pr. 1. januar,Antal,2021-03-22T08:00:00,1993,2021,True,"['køretøjstype', 'alder', 'tid']"
BIL710,Bestanden af personbiler pr.1. januar,Antal,2021-03-22T08:00:00,2018,2021,True,"['område', 'ejerforhold', 'drivmiddel', 'tid']"
BIL10,Bestanden af personbiler pr. 1. januar,Antal,2021-03-22T08:00:00,1993,2021,True,"['drivmiddel', 'egenvægt', 'tid']"
BIL11,Bestanden af personbiler pr. 1. januar,Antal,2021-03-22T08:00:00,1993,2021,True,"['anvendelse', 'egenvægt', 'tid']"
BIL21,Bestanden af personbiler pr. 1. januar,Antal,2021-03-22T08:00:00,2011,2021,True,"['alder', 'drivmiddel', 'tid']"
BIL40,Fremskrivning af personbilbestand,-,2021-03-26T08:00:00,2021,2025,True,"['bestanddele', 'tid']"
BIL15,Bestanden af varebiler pr. 1 januar,Antal,2021-03-22T08:00:00,1993,2021,True,"['drivmiddel', 'totalvægt', 'tid']"
BIL16,Bestanden af varebiler pr. 1. januar,Antal,2021-03-22T08:00:00,1993,2021,True,"['ejerforhold', 'totalvægt', 'tid']"
BIL17,Bestanden af varebiler pr. 1. januar,Antal,2021-03-22T08:00:00,1993,2021,True,"['ejerforhold', 'anvendelse', 'tid']"
BIL18,Bestanden af lastbiler,Antal,2021-03-22T08:00:00,1993,2021,True,"['drivmiddel', 'antal aksler', 'totalvægt', 'tid']"
BIL907,Bestand af påhængsvogne pr. 1. januar,Antal,2021-03-22T08:00:00,2007,2021,True,"['område', 'ejerskab', 'tid']"
BIL12,Bestanden af busser pr. 1. januar,Antal,2021-03-22T08:00:00,1993,2021,True,"['drivmiddel', 'totalvægt', 'tid']"
BIL13,bestanden af busser pr. 1. januar,Antal,2021-03-22T08:00:00,1993,2021,True,"['ejerforhold', 'totalvægt', 'tid']"
BIL14,Bestanden af busser pr. 1. januar,-,2021-03-22T08:00:00,1993,2021,True,"['anvendelse', 'passagerantal', 'enhed', 'tid']"
BANE51,Jernbanernes rullende materiel pr. 1. januar,Antal,2021-08-31T08:00:00,1990,2021,True,"['togtype', 'tid']"
BANE52,Siddepladser og lasteevne i tog pr. 1. januar,Antal,2021-08-31T08:00:00,1990,2021,True,"['vogntype', 'enhed', 'tid']"
SKIB11,Danske skibe  pr. 1. januar,-,2020-05-12T08:00:00,1990,2020,True,"['skibstype', 'skibsregister', 'enhed', 'tid']"
SKIB12,Danske skibe pr. 1. januar,-,2020-05-12T08:00:00,1994,2020,True,"['skibstype', 'bruttotonnage (BT)', 'enhed', 'tid']"
SKIB13,Danske skibe 1. januar,-,2020-05-12T08:00:00,1994,2020,True,"['skibstype', 'alder', 'enhed', 'tid']"
SKIB14,Danske handelsskibe pr. 1. januar,-,2020-05-12T08:00:00,1990,2020,True,"['skibstype', 'enhed', 'tid']"
FLYV11,Dansk registrerede fly pr. 1. januar,Antal,2021-08-19T08:00:00,1990,2021,True,"['type', 'enhed', 'tid']"
VEJ22,Motorkøretøjer pr. døgn,Antal,2021-10-29T08:00:00,1988,2020,True,"['vejstrækning', 'tid']"
VEJ23,Trafikarbejdet med danske køretøjer på danske veje,Mio. køretøjskm,2021-10-22T08:00:00,2000,2020,True,"['transportmiddel', 'tid']"
BANE31,Trafikarbejde med tog,1.000 togkm,2021-08-31T08:00:00,1990,2020,True,"['transporttype', 'tid']"
SKIB21,Fragtskibes anløb på større havne,-,2021-05-12T08:00:00,1997,2020,True,"['flagstat', 'skibstype', 'enhed', 'tid']"
SKIB221,Skibsanløb på danske havne,Antal,2021-05-12T08:00:00,2007,2020,True,"['havn', 'skibstype', 'bruttotonnage (BT)', 'tid']"
SKIB23,Fragtskibes og krydstogtskibes anløb på større danske havne,Antal,2021-05-12T08:00:00,1997,2020,True,"['havn', 'skibstype', 'tid']"
FLYX1,Flyafgange og -ankomster i Københavns lufthavn (eksperimentel statistik),Antal,2022-01-13T08:00:00,2020M02D16,2022M01D09,True,"['flyvningens type', 'retning', 'tid']"
METROX1,Hverdagspassagerindeks i Københavns metro (eksperimentel statistik),Indeks,2022-03-03T08:00:00,2020U01,2022U08,True,"['sæsonkorrigering', 'tid']"
BROX1,Vejtrafik over Storebælts- og Øresundsbroen (eksperimentel statistik),Antal,2022-03-03T08:00:00,2019U01,2022U07,True,"['bro', 'køretøjstype', 'tid']"
VEJX1,Vejtrafikindeks (eksperimentel statistik) (tilsvarende uge i 2019=100),Indeks,2021-09-30T08:00:00,2020U10,2021U38,True,"['køretøjstype', 'område', 'indikatortype', 'tid']"
AIS1,Anløbsaktivitet i danske havne (eksperimentel statistik),-,2022-02-08T08:00:00,2017M01,2022M01,True,"['landsdel', 'sæsonkorrigering', 'enhed', 'tid']"
AISDAG,Daglig antal fragt- og containerskibe (danske AIS-data) (eksperimentel statistik),Indeks,2022-02-22T08:00:00,2017M01D01,2022M02D20,True,"['indekstype', 'tid']"
VEJ11,Vejnet,Km,2021-10-29T08:00:00,2007,2021,True,"['landsdel', 'vejtype', 'tid']"
VEJ2,Investeringer i vejnettet,Mio. kr.,2020-11-13T08:00:00,1990,2019,True,"['investeringstype', 'enhed', 'tid']"
BANE41,Jernbanenettet pr. 1. januar,-,2021-08-31T08:00:00,1990,2021,True,"['banenet', 'enhed', 'tid']"
BANE42,Investeringer i jernbanenettet,Mio. kr.,2021-08-31T08:00:00,1990,2020,True,"['investeringstype', 'enhed', 'tid']"
BANE53,Investeringer i rullende materiel,Mio. kr.,2021-08-31T08:00:00,1990,2020,True,"['investeringstype', 'enhed', 'tid']"
SKIB101,"Trafikhavnenes skibsanløb, passagerer og godsomsætning",-,2021-05-12T08:00:00,2007,2020,True,"['havn', 'enhed', 'tid']"
SKIB2,Investeringer i havne,Mio. kr.,2021-09-21T08:00:00,1992,2019,True,"['prisenhed', 'investeringstype', 'tid']"
FLYV1,Offentlige betjente lufthavne,-,2021-05-20T08:00:00,1997,2020,True,"['lufthavn', 'banelængde', 'tid']"
FLYV2,Faste investeringer i lufthavne,Mio. kr.,2021-09-21T08:00:00,1992,2019,True,"['investeringstype', 'enhed', 'tid']"
FLYV3,Aktivitet på offentlige betjente lufthavne,-,2022-03-04T08:00:00,1990,2020,True,"['lufthavn', 'enhed', 'tid']"
FLYV21,"Flyoperationer på større, betjente danske lufthavne",1.000 stk.,2022-03-04T08:00:00,1990,2020,True,"['lufthavn', 'flyvning', 'transporttype', 'tid']"
ROR1,Rørledningsnettet,Km,2021-10-05T08:00:00,1981,2020,True,"['rørledningstype', 'tid']"
ROR2,Investeringer i rørledningsnettet,Mio. kr.,2021-10-05T08:00:00,1980,2020,True,"['rørledningstype', 'enhed', 'tid']"
PKM1,Persontransport,Mio. personkm,2021-12-17T08:00:00,1980,2020,True,"['transportmiddel', 'tid']"
BANE21,Jernbanetransport af passagerer,-,2021-08-31T08:00:00,1990,2020,True,"['enhed', 'transporttype', 'tid']"
BANE22,International jernbanetransport af passagerer til og fra Danmark,1.000 personer,2021-08-31T08:00:00,2002,2020,True,"['land', 'tid']"
BANE25,Jernbanetransport af passagerer,-,2021-12-14T08:00:00,2006K1,2021K3,True,"['enhed', 'transporttype', 'tid']"
BANE32,Togtrafik på en hverdag,Antal,2021-08-31T08:00:00,1998,2020,True,"['banestrækning', 'enhed', 'tid']"
SKIB31,Indenrigs færgetransport,-,2021-06-03T08:00:00,1990,2020,True,"['færgerute', 'enhed', 'tid']"
SKIB32,Udenrigs færgetransport,-,2021-05-12T08:00:00,1990,2020,True,"['færgerute', 'enhed', 'tid']"
SKIB33,Indenrigs færgetransport,-,2022-02-24T08:00:00,2000M01,2021M12,True,"['færgerute', 'enhed', 'tid']"
SKIB34,Udenrigs færgetransport,-,2022-02-24T08:00:00,2000M01,2021M12,True,"['færgerute', 'enhed', 'tid']"
SKIB35,Krydstogtskibe på danske havne,-,2021-05-12T08:00:00,2002,2020,True,"['havn', 'enhed', 'tid']"
FLYV31,"Passagerer på større offentlige, betjente danske lufthavne",1.000 stk.,2022-03-04T08:00:00,2003,2020,True,"['lufthavn', 'passagerkategori', 'tid']"
FLYV32,"Afrejsende passagerer fra større, offentlige, betjente lufthavne",1.000 stk.,2022-03-04T08:00:00,1990,2020,True,"['lufthavn', 'transporttype', 'flyvning', 'tid']"
FLYV33,Passagertransport med rute- og charterfly mellem danske lufthavne,1.000 personer,2022-03-04T08:00:00,2004,2020,True,"['påstigning', 'afstigning', 'tid']"
FLYV34,"Flyrejser med rute- og charterfly mellem større, offentlige, betjente lufthavne og udlandet",1.000 stk.,2022-03-04T08:00:00,2004,2020,True,"['lufthavn', 'destinationsland', 'retning', 'tid']"
FLYV35,Passagerer på udenrigsflyvninger,1.000 personer,2022-03-04T08:00:00,2004,2020,True,"['rejselængde', 'flyvning', 'enhed', 'tid']"
FLYV91,"Afrejsende passagerer fra større, offentlige, betjente lufthavne",1.000 personer,2022-03-04T08:00:00,2001K1,2021K4,True,"['lufthavn', 'transporttype', 'flyvning', 'tid']"
FLYV92,"Afrejsende passagerer fra større, offentlige, betjente lufthavne",1.000 personer,2022-03-04T08:00:00,2001M01,2021M12,True,"['transporttype', 'flyvning', 'tid']"
FLYV93,"Afrejsende passagerer fra større, offentlige, betjente lufthavne (sæsonkorrigeret)",1.000 personer,2022-03-04T08:00:00,2001M01,2021M12,True,"['transporttype', 'flyvning', 'tid']"
FLYV36,Persontransportarbejde med fly,Mio. personkm,2022-03-04T08:00:00,1990,2020,True,"['transporttype', 'tid']"
NVG1,National vejgodstransport,-,2021-06-04T08:00:00,1999,2020,True,"['enhed', 'kørselsart', 'vogntype/totalvægt', 'bilens alder', 'turlængde', 'tid']"
NVG11,National vejgodstransport,-,2021-12-17T08:00:00,1999K1,2021K3,True,"['kørselsart', 'enhed', 'tid']"
NVG5,Danske lastbiler kapacitetsudnyttelse ved national transport,Pct.,2021-06-04T08:00:00,1999,2020,True,"['enhed', 'turlængde', 'vogntype/kørselsart', 'læs', 'tid']"
NVG121,National vejgodstransport,-,2021-12-17T08:00:00,2008K1,2021K3,True,"['kørselsart', 'godsart', 'enhed', 'tid']"
NVG23,National vejgodstransport mellem regioner,-,2021-06-04T08:00:00,2008,2020,True,"['enhed', 'pålæsningsregion', 'aflæsningsregion', 'godsart', 'tid']"
NVG13,Danske lastbilers kapacitetsudnyttelse ved national vejgodstransport,-,2021-12-17T08:00:00,1999K1,2021K3,True,"['enhed', 'kørselsart', 'læs', 'tid']"
NVG33,National vejgodstransport med farligt gods,-,2021-06-04T08:00:00,2007,2020,True,"['enhed', 'pålæsningsregion', 'aflæsningsregion', 'godsart', 'tid']"
NVG41,National vejgodstransport,-,2021-06-04T08:00:00,2008,2020,True,"['enhed', 'lasttype', 'godsart', 'tid']"
UVG1,Vejgodstransport med udenlandsk lastbil,-,2021-11-01T08:00:00,2000,2020,True,"['enhed', 'registreringsland', 'kørselsart', 'tid']"
IVG11,International vejgodstransport med dansk lastbil,-,2021-12-17T08:00:00,1999K1,2021K3,True,"['kørselsart', 'enhed', 'tid']"
IVG41,International vejgodstransport,-,2021-06-04T08:00:00,2008,2020,True,"['enhed', 'kørselsart', 'lasttype', 'godsart', 'tid']"
IVG121,International godstransport med dansk lastbil,-,2021-12-17T08:00:00,2008K1,2021K3,True,"['kørselsart', 'godsart', 'enhed', 'tid']"
IVG13,International vejgodstransport  med dansk lastbil,-,2021-12-17T08:00:00,1999K1,2021K3,True,"['kørselsart', 'land', 'enhed', 'tid']"
IVG6,Danske lastbilers kapacitetsudnyttelse ved international transport,-,2021-06-04T08:00:00,1999,2020,True,"['enhed', 'turlængde', 'kørselsart/vogntype', 'læs', 'tid']"
IVG14,Danske lastbilers kapacitetsudnyttelse ved international vejgodstransport,-,2021-12-17T08:00:00,1999K1,2021K3,True,"['kørselsart', 'læs', 'enhed', 'tid']"
IVG5,International vejgodstransport,-,2021-06-04T08:00:00,1999,2020,True,"['enhed', 'startland', 'slutland', 'tid']"
IVG23,International vejgodstransport mellem lande,-,2021-06-04T08:00:00,2008,2020,True,"['enhed', 'pålæsningsland', 'aflæsningsland', 'godsart', 'tid']"
