id,text,unit,updated,firstPeriod,latestPeriod,active,variables
FOLK1A,Folketal den 1. i kvartalet,Antal,2022-02-11T08:00:00,2008K1,2022K1,True,"['område', 'køn', 'alder', 'civilstand', 'tid']"
FOLK1AM,Folketal den 1. i måneden,Antal,2022-03-07T08:00:00,2021M10,2022M02,True,"['område', 'køn', 'alder', 'tid']"
FOLK3,Folketal 1. januar,Antal,2022-02-11T08:00:00,2008,2022,True,"['fødselsdag', 'fødselsmåned', 'fødselsår', 'tid']"
BEF5,Folketal pr. 1. januar,Antal,2022-02-11T08:00:00,1990,2022,True,"['køn', 'alder', 'fødeland', 'tid']"
FT,Folketal (summariske tal fra folketællinger),Antal,2022-02-11T08:00:00,1769,2022,True,"['hovedlandsdele', 'tid']"
BY1,Folketal 1. januar,Antal,2021-04-29T08:00:00,2010,2021,True,"['byområder og landdistrikter', 'alder', 'køn', 'tid']"
BY2,Folketal 1. januar,Antal,2021-04-29T08:00:00,2010,2021,True,"['kommune', 'bystørrelse', 'alder', 'køn', 'tid']"
BY3,Folketal 1. januar,-,2021-04-29T08:00:00,2017,2021,True,"['byområder og landdistrikter', 'folketal, areal og befolkningstæthed', 'tid']"
KM1,Folketal den 1. i kvartalet,Antal,2022-02-17T08:00:00,2007K1,2022K1,True,"['sogn', 'folkekirkemedlemsskab', 'tid']"
SOGN1,Folketal 1. januar,Antal,2022-02-17T08:00:00,2010,2022,True,"['sogn', 'køn', 'alder', 'tid']"
SOGN10,Folketal 1. januar,Antal,2021-09-22T08:00:00,1925,2021,True,"['sogn', 'tid']"
BEF4,Folketal 1. januar,Antal,2021-03-31T08:00:00,1901,2021,True,"['øer', 'tid']"
BEF5F,Personer født på Færøerne og bosat i Danmark 1. januar,Antal,2022-02-11T08:00:00,2008,2022,True,"['køn', 'alder', 'forældrenes fødested', 'tid']"
BEF5G,Personer født i Grønland og bosat i Danmark 1. januar,Antal,2022-02-11T08:00:00,2008,2022,True,"['køn', 'alder', 'forældrenes fødested', 'tid']"
BEV22,Befolkningens udvikling (foreløbig opgørelse),Antal,2022-02-11T08:00:00,2007K2,2021K4,True,"['område', 'bevægelsesart', 'køn', 'tid']"
BEV107,Befolkningens udvikling,Antal,2022-02-11T08:00:00,2006,2021,True,"['område', 'bevægelsesart', 'køn', 'tid']"
KMSTA003,Befolkningens udvikling,Antal,2022-02-17T08:00:00,2015,2021,True,"['sogn', 'bevægelser', 'tid']"
GALDER,Gennemsnitsalder,Gns.,2022-02-11T08:00:00,2005,2022,True,"['kommune', 'køn', 'tid']"
KMGALDER,Gennemsnitsalder,Gns.,2022-02-17T08:00:00,2007,2022,True,"['sogn', 'køn', 'tid']"
HISB3,Nøgletal om befolkningen,Antal,2022-02-11T08:00:00,1901,2022,True,"['bevægelsesart', 'tid']"
FOLK1B,Folketal den 1. i kvartalet,Antal,2022-02-11T08:00:00,2008K1,2022K1,True,"['område', 'køn', 'alder', 'statsborgerskab', 'tid']"
FOLK1C,Folketal den 1. i kvartalet,Antal,2022-02-11T08:00:00,2008K1,2022K1,True,"['område', 'køn', 'alder', 'herkomst', 'oprindelsesland', 'tid']"
FOLK1D,Folketal den 1. i kvartalet,Antal,2022-02-11T08:00:00,2008K1,2022K1,True,"['område', 'køn', 'alder', 'statsborgerskab', 'tid']"
FOLK1E,Folketal den 1. i kvartalet,Antal,2022-02-11T08:00:00,2008K1,2022K1,True,"['område', 'køn', 'alder', 'herkomst', 'tid']"
FOLK2,Folketal 1. januar,Antal,2022-02-11T08:00:00,1980,2022,True,"['alder', 'køn', 'herkomst', 'statsborgerskab', 'oprindelsesland', 'tid']"
KMSTA001,Folketal 1. januar,Antal,2022-02-17T08:00:00,2008,2022,True,"['sogn', 'herkomst', 'folkekirkemedlemsskab', 'tid']"
INDOPH1,Indvandrere 1. januar,Antal,2021-06-01T08:00:00,2008,2021,True,"['første opholdsgrundlag', 'område', 'tid']"
INDOPH2,Indvandrere 1. januar,Antal,2021-06-01T08:00:00,2008,2021,True,"['første opholdsgrundlag', 'oprindelseslandegruppe', 'tid']"
KRYDS1,Folketal 1. januar,Antal,2022-02-11T08:00:00,2019,2022,True,"['Hovedpersons herkomst', 'Hovedpersons fødeland', 'Hovedpersons statsborgerskab', 'Moders fødeland', 'moders statsborgerskab', 'Faders fødeland', 'faders statsborgerskab', 'tid']"
KRYDS2,Personer med dansk oprindelse 1. januar,Antal,2022-02-11T08:00:00,2019,2022,True,"['Hovedpersons fødeland', 'forældres fødeland og statsborgerskab', 'hovedpersonens alder', 'tid']"
KRYDS3,Folketal 1. januar,Antal,2022-02-11T08:00:00,2019,2022,True,"['Hovedpersons herkomst', 'Hovedpersons fødeland', 'Moders fødeland', 'Faders fødeland', 'tid']"
KRYDS4,Folketal 1. januar,Antal,2022-02-11T08:00:00,2019,2022,True,"['Hovedpersons herkomst', 'forældres fødeland og statsborgerskab', 'hovedpersonens alder', 'tid']"
DKSTAT,"Personer, der har fået dansk statsborgerskab",Antal,2022-02-11T08:00:00,1979,2021,True,"['køn', 'alder', 'tidligere statsborgerskab', 'tid']"
EB1,Børn af efterkommere 1. januar,Antal,2022-02-11T08:00:00,2007,2022,True,"['Oprindelig herkomst', 'køn', 'alder', 'oprindelsesland', 'tid']"
EB2,Børn af efterkommere 1. januar,Antal,2022-02-11T08:00:00,2007,2022,True,"['Oprindelig herkomst', 'køn', 'alder', 'oprindelsesland', 'tid']"
EB3,Børn af efterkommere 1. januar,Antal,2022-02-11T08:00:00,2007,2022,True,"['Oprindelig herkomst', 'køn', 'alder', 'oprindelsesland', 'område', 'tid']"
EB4,Folketal 1. januar,Antal,2022-02-11T08:00:00,2008,2022,True,"['herkomst', 'køn', 'alder', 'oprindelsesland', 'område', 'tid']"
VAN5,Asylansøgere,Antal,2022-02-18T08:00:00,1990K1,2021K4,True,"['statsborgerskab', 'asyltype', 'tid']"
VAN5RKA,Asylansøgere (registreringstallet),Antal,2022-02-18T08:00:00,2014K1,2021K4,True,"['statsborgerskab', 'køn', 'alder', 'tid']"
VAN66,Opholdstilladelser (år),Antal,2021-03-26T08:00:00,1997,2020,True,"['statsborgerskab', 'opholdstilladelse', 'tid']"
VAN66KA,Opholdstilladelser (år),Antal,2021-03-26T08:00:00,2014,2020,True,"['statsborgerskab', 'opholdstilladelse', 'køn', 'alder', 'tid']"
VAN66P,Permanente opholdstilladelser (år),Antal,2021-10-06T08:00:00,2003,2020,True,"['statsborgerskab', 'opholdstilladelse', 'tid']"
VAN77,Opholdstilladelser (kvartal),Antal,2022-02-18T08:00:00,1997K1,2021K4,True,"['statsborgerskab', 'opholdstilladelse', 'tid']"
VAN77KA,Opholdstilladelser (kvartal),Antal,2022-02-18T08:00:00,2014K1,2021K4,True,"['statsborgerskab', 'opholdstilladelse', 'køn', 'alder', 'tid']"
VAN77P,Permanente opholdstilladelser (kvartal),Antal,2022-02-18T08:00:00,2008K1,2021K4,True,"['statsborgerskab', 'opholdstilladelse', 'tid']"
VAN8K,Indvandringer (foreløbig opgørelse) (kvartal),Antal,2022-02-18T08:00:00,2016K1,2021K4,True,"['statsborgerskab', 'køn', 'opholdstilladelse', 'tid']"
VAN8A,Indvandringer (år),Antal,2021-05-28T08:00:00,1997,2020,True,"['statsborgerskab', 'køn', 'opholdstilladelse', 'tid']"
FRDK121,Befolkningsfremskrivning 2021 for hele landet,Antal,2021-05-20T08:00:00,2021,2060,True,"['herkomst', 'køn', 'alder', 'tid']"
FRLD121,Befolkningsfremskrivning 2021,Antal,2021-05-20T08:00:00,2021,2045,True,"['område', 'alder', 'køn', 'tid']"
FRKM121,Befolkningsfremskrivning 2021,Antal,2021-05-20T08:00:00,2021,2045,True,"['område', 'alder', 'køn', 'tid']"
FRDK221,Nøgletal 2021: Fremskrivning af befolkningens bevægelser,Antal,2021-05-20T08:00:00,2021,2060,True,"['herkomst', 'bevægelsesart', 'tid']"
FRLD221,Nøgletal 2021: Fremskrivning af befolkningens bevægelse,Antal,2021-05-20T08:00:00,2021,2045,True,"['område', 'bevægelsesart', 'tid']"
FRKM221,Nøgletal 2021: Fremskrivning af befolkningens bevægelser,Antal,2021-05-20T08:00:00,2021,2045,True,"['område', 'bevægelsesart', 'tid']"
FRDK321,Forudsætninger vedrørende fertilitet til befolkningsfremskrivningen 2021,Fertilitetskvotient,2021-05-20T08:00:00,2021,2059,True,"['alder', 'herkomst', 'tid']"
FRDK421,Forudsætninger vedrørende dødelighed til befolkningsfremskrivningen 2021,-,2021-05-20T08:00:00,2021,2059,True,"['køn', 'alder', 'dødelighedstavle', 'tid']"
FRDK521,Forudsætninger vedrørende vandringer til befolkningsfremskrivningen 2021,Antal,2021-05-20T08:00:00,2021,2059,True,"['køn', 'alder', 'herkomst', 'bevægelse', 'tid']"
FOD,Levendefødte,Antal,2022-02-11T08:00:00,1973,2021,True,"['moders alder', 'barnets køn', 'tid']"
FODIE,Levendefødte,Antal,2022-02-11T08:00:00,2007,2021,True,"['område', 'moders herkomst', 'moders oprindelsesland', 'moders statsborgerskab', 'moders alder', 'barnets køn', 'tid']"
FODDAG,Levendefødte,Antal,2022-02-11T08:00:00,2007,2021,True,"['fødselsdag', 'fødselsmåned', 'tid']"
FODPM,Levendefødte,Antal,2022-02-15T08:00:00,2007,2021,True,"['moders alder', 'levendefødtnummer', 'tid']"
FODPF,Levendefødte,Antal,2022-02-15T08:00:00,2007,2020,True,"['faders alder', 'levendefødtnummer', 'tid']"
BEV3A,Levendefødte og døde,Antal,2022-02-11T08:00:00,1901M01,2021M12,True,"['bevægelse', 'tid']"
KM3,Levendefødte og døde,Antal,2022-02-17T08:00:00,2007K1,2021K4,True,"['sogn', 'bevægelse', 'tid']"
FODL,Levendefødte og dødfødte,Antal,2019-12-18T08:00:00,1997,2018,True,"['fødselslængde', 'levende-/dødfødte', 'fødselstype', 'køn', 'tid']"
FODV,Levendefødte og dødfødte,Antal,2019-12-18T08:00:00,1997,2018,True,"['fødselsvægt', 'levende-/dødfødte', 'fødselstype', 'køn', 'tid']"
FOD8,Enkelt- og flerfødsler,Antal,2019-12-18T08:00:00,1850,2018,True,"['fødselstype', 'tid']"
FOD9,Flerfødsler fordelt,Antal,2019-12-18T08:00:00,1911,2018,True,"['fødselstype', 'tid']"
FOD11,Gennemsnitsalder for fødende kvinder og nybagte fædre,-,2022-02-15T08:00:00,1901,2021,True,"['alder', 'tid']"
FOD111,Gennemsnitsalder for fødende kvinder og nybagte fædre,Gns.,2022-02-15T08:00:00,2006,2021,True,"['område', 'alder', 'tid']"
FORAELD,Antal forældre 1. januar,Antal,2022-02-15T08:00:00,1986,2022,True,"['køn', 'alder', 'antal børn', 'tid']"
BARNLOS,Barnløse pr. 1.000,Pr. 1.000 indb.,2022-02-15T08:00:00,1986,2022,True,"['køn', 'alder', 'tid']"
FERT1,Samlet fertilitet (15-49 år),Pr. 1.000 kvinder,2022-02-15T08:00:00,1986,2021,True,"['herkomst', 'tid']"
FOD33,Fertilitetskvotienter,Pr. 1.000 kvinder,2022-02-15T08:00:00,1973,2021,True,"['alder', 'tid']"
FOD407,Fertilitetskvotienter,Pr. 1.000 kvinder,2022-02-15T08:00:00,2006,2021,True,"['område', 'alder', 'tid']"
DOD,Døde,Antal,2022-02-11T08:00:00,1974,2021,True,"['alder', 'køn', 'tid']"
FOD207,Døde,Antal,2022-02-11T08:00:00,2006,2021,True,"['område', 'alder', 'køn', 'tid']"
DODDAG,Dødsfald,Antal,2022-02-11T08:00:00,2007,2021,True,"['dødsdag', 'dødsmåned', 'tid']"
DOD1,Døde,Antal,2021-02-26T08:00:00,1981,2019,True,"['dødsårsag', 'alder', 'køn', 'tid']"
FOD507,Døde,Antal,2021-02-26T08:00:00,2007,2019,True,"['område', 'dødsårsag', 'alder', 'køn', 'tid']"
DOD2,Døde under 5 år,Antal,2022-02-11T08:00:00,1901,2021,True,"['køn', 'alder', 'tid']"
DODC1,Døde pr. dag (eksperimentel statistik),Antal,2022-03-04T08:00:00,2007M01D01,2022M02D27,True,"['køn', 'alder', 'tid']"
DODC2,Døde pr. uge (eksperimentel statistik),Antal,2022-03-04T08:00:00,2007U01,2022U08,True,"['område', 'køn', 'alder', 'tid']"
SMIT1,COVID-19 smittespredning mv. pr. dag (eksperimentel statistik),-,2022-03-04T08:00:00,2020M03D21,2022M03D01,True,"['nøgletal', 'tid']"
HISB7,Middellevetid for 0-årige,År,2022-02-16T08:00:00,1840:1849,2020:2021,True,"['køn', 'tid']"
HISBR,Middellevetid for 0-årige,År,2022-02-16T08:00:00,2000:2001,2020:2021,True,"['område', 'køn', 'tid']"
HISB77,Middellevetid for 0-årige,År,2022-02-16T08:00:00,2000:2001,2020:2021,True,"['område', 'køn', 'tid']"
HISBK,Middellevetid for 0-årige,År,2022-02-16T08:00:00,2000:2004,2017:2021,True,"['område', 'tid']"
HISB8,Dødelighedstavle (2-års tavler),-,2022-02-16T08:00:00,1981:1982,2020:2021,True,"['alder', 'køn', 'dødelighedstavle', 'tid']"
HISB9,Dødelighedstavle (5-års tavler),-,2022-02-16T08:00:00,1901:1905,2017:2021,True,"['alder', 'køn', 'dødelighedstavle', 'tid']"
FAM55N,Husstande 1. januar,Antal,2022-02-14T08:00:00,1986,2022,True,"['område', 'husstandstype', 'husstandsstørrelse', 'antal børn i husstand', 'tid']"
FAM122N,Voksne 1. januar,Antal,2022-02-14T08:00:00,1986,2022,True,"['område', 'husstandstype', 'antal personer i husstand ', 'antal børn i husstand', 'køn', 'alder', 'tid']"
BY4,Husstande 1. januar,Antal,2021-05-19T08:00:00,2010,2021,True,"['byområder og landdistrikter', 'husstandstype', 'antal børn', 'tid']"
FAM44N,Familier 1. januar,Antal,2022-02-14T08:00:00,1986,2022,True,"['område', 'familietype', 'familiestørrelse', 'antal børn', 'tid']"
FAM100N,Voksne 1. januar,Antal,2022-02-14T08:00:00,1986,2022,True,"['område', 'familietype', 'antal personer i familien', 'antal børn i familien', 'køn', 'alder', 'tid']"
FAM44BA,Børnefamilier 1. januar,Antal,2022-02-14T08:00:00,1986,2022,True,"['område', 'enhed', 'familietype', 'børn fra alder', 'børn til alder', 'tid']"
FAM111N,Børn 1. januar,Antal,2022-02-14T08:00:00,1986,2022,True,"['område', 'familietype', 'antal personer i familien', 'antal børn i familien', 'køn', 'alder', 'tid']"
FAM133N,Børn 1. januar,Antal,2022-02-14T08:00:00,1986,2022,True,"['område', 'husstandstype', 'antal personer i husstand ', 'antal børn i husstand', 'køn', 'alder', 'tid']"
BRN13,Børn,Antal,2021-03-18T08:00:00,2008,2021,True,"['område', 'voksne i bopælsfamilien ', 'bopælsfamilietype', 'voksne i samværsfamilien  ', 'samværsfamilietype', 'alder', 'tid']"
BRN15,Børn fordelt på søskende de bor sammen med - antal og kombination,Antal,2021-03-18T08:00:00,2008,2021,True,"['område', 'alder', 'familietype', 'antal søskende', 'kombination af søskende', 'tid']"
BRN16,Børn fordelt på alle søskende - antal og kombination,Antal,2021-03-18T08:00:00,2008,2021,True,"['område', 'alder', 'familietype', 'antal søskende', 'kombination af søskende', 'tid']"
BRN9,Børn,Antal,2021-03-18T08:00:00,2007,2021,True,"['område', 'alder', 'familietype', 'mor status', 'far status', 'tid']"
BRN11,Børn med familieskift,Antal,2021-03-18T08:00:00,2008,2021,True,"['område', 'familieskift', 'familietype sidste år', 'familietype i år', 'alder', 'tid']"
BRN12,Børns (0-17-årige) familier,Antal,2021-03-18T08:00:00,2008,2021,True,"['antal børn', 'børnefamilietype', 'familietype', 'tid']"
BRN10,"Børn og unge (alle 0-29-årige) 1. januar, der har mistet forældre ved dødsfald",Antal,2021-03-18T08:00:00,2001,2021,True,"['område', 'alder', 'mor status', 'far status', 'status på begge forældre', 'tid']"
VIE207,Vielser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,2006,2021,True,"['brudgommens bopæl', 'brudens bopæl', 'brudgommens alder', 'brudens alder', 'brudgommens tidligere civilstand', 'brudens tidligere civilstand', 'tid']"
VIE307,Vielser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,2006,2021,True,"['mandens bopæl', 'kvindens bopæl', 'vielsesmåned', 'vielsesmyndighed', 'tid']"
VIE4,Vielser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,1999,2021,True,"['mandens oprindelsesland', 'kvindens oprindelsesland', 'mandens alder', 'kvindens alder', 'mandens herkomst', 'kvindens herkomst', 'tid']"
VIE5,Vielser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,1999,2021,True,"['mandens statsborgerskab', 'kvindens statsborgerskab', 'mandens alder', 'kvindens alder', 'tid']"
VIE8,Vielser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,2007,2021,True,"['brudgommens alder', 'brudens alder', 'vielsesmyndighed', 'tid']"
VIE6,Vielser mellem to af samme køn,Antal,2022-02-11T08:00:00,2012,2021,True,"['køn', 'ældste persons alder', 'yngste persons alder', 'vielsesmyndighed', 'tid']"
VIEDAG,Vielser,Antal,2022-02-11T08:00:00,2007,2021,True,"['vielsesdag', 'vielsesmåned', 'tid']"
VIE7KVT,Vielser og indgåede registrerede partnerskaber,Antal,2022-02-11T08:00:00,2020M01,2021M12,True,"['type', 'tid']"
VIE7,Vielser og indgåede registrerede partnerskaber,Antal,2022-02-11T08:00:00,1989,2021,True,"['type', 'tid']"
BEV3C,Vielser og skilsmisser,Antal,2022-02-11T08:00:00,1983M01,2021M12,True,"['bevægelse', 'tid']"
VIE1,Gennemsnitsalder for viede mænd og kvinder,-,2022-02-11T08:00:00,1901,2021,True,"['alder', 'tid']"
SKI107,Skilsmisser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,2006,2021,True,"['mandens bopæl', 'kvindens bopæl', 'mandens alder', 'kvindens alder', 'ægteskabets varighed', 'tid']"
SKI207,Skilsmisser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,2006,2021,True,"['mandens bopæl', 'kvindens bopæl', 'skilsmissemåned', 'tid']"
SKI3,Skilsmisser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,1999,2021,True,"['mandens oprindelsesland', 'kvindens oprindelsesland', 'mandens alder', 'kvindens alder', 'mandens herkomst', 'kvindens herkomst', 'tid']"
SKI4,Skilsmisser mellem to af forskelligt køn,Antal,2022-02-11T08:00:00,1999,2021,True,"['mandens statsborgerskab', 'kvindens statsborgerskab', 'mandens alder', 'kvindens alder', 'tid']"
SKI55,Skilsmisseprocent,Pct.,2022-02-11T08:00:00,1986,2021,True,"['enhed', 'tid']"
SKI6KVT,Skilsmisser og opløste partnerskaber,Antal,2022-02-11T08:00:00,2020M01,2021M12,True,"['type', 'tid']"
SKI6,Skilsmisser og opløste partnerskaber,Antal,2022-02-11T08:00:00,1999,2021,True,"['type', 'tid']"
OPLAEGT,Ægteskaber,-,2022-02-11T08:00:00,2018,2022,True,"['vielsesår', 'ægteskabets varighed', 'ægteskabsopløsning', 'tid']"
BOERN1,Fuldtidsomregnet pædagogisk personale i kommunale og selvejende daginstitutioner og dagpleje,Antal,2021-09-22T08:00:00,2015,2020,True,"['område', 'stillingskategori', 'uddannelse', 'tid']"
BOERN2,Fuldtidsomregnet indskrevne børn i kommunale og selvejende daginstitutioner og dagpleje,Antal,2021-09-22T08:00:00,2015,2020,True,"['område', 'pasningstilbud', 'tid']"
BOERN3,Normeringer i daginstitutioner og dagpleje,Antal,2021-09-22T08:00:00,2015,2020,True,"['område', 'pasningstilbud', 'tid']"
BOERN6,Personale i kommunale skolefritidsordninger,Antal,2021-06-18T08:00:00,2015,2020,True,"['område', 'stillingskategori', 'tid']"
BOERN5,Indskrevne børn i fritidsordninger,Antal,2021-06-18T08:00:00,2015,2020,True,"['område', 'pasningstilbud', 'ejerform', 'alder', 'tid']"
DAGTIL4,Modtagere af tilskud vedr. privat pasning og pasning af egne børn,Antal,2021-03-15T08:00:00,2008,2020,True,"['område', 'tilskudsart', 'berørte', 'tid']"
BOERN4,Institutioner og enheder,Antal,2021-01-27T08:00:00,2017,2020,True,"['område', 'pasningstilbud', 'ejerform', 'tid']"
RES88,Årstakster i børnepasning,Kr.,2021-04-21T08:00:00,2007,2021,True,"['område', 'foranstaltningsart', 'tid']"
FLY,Samtlige flytninger,Antal,2022-02-11T08:00:00,1980,2021,True,"['køn', 'alder', 'tid']"
FLY33,Flytninger inden for kommuner,Antal,2022-02-11T08:00:00,2006,2021,True,"['område', 'alder', 'køn', 'tid']"
FLY55,Flytninger mellem regioner,Antal,2022-02-11T08:00:00,2006,2021,True,"['køn', 'alder', 'tilflytningsregion', 'fraflytningsregion', 'tid']"
FLY66,Flytninger mellem kommuner,Antal,2022-02-11T08:00:00,2006,2021,True,"['tilflytningskommune', 'fraflytningskommune', 'alder', 'køn', 'tid']"
FLY67,Flytninger mellem kommunegrupper,Antal,2022-02-11T08:00:00,2017,2021,True,"['tilflytningskommune', 'fraflytningskommune', 'alder', 'køn', 'til kommunegruppe', 'fra kommunegruppe', 'tid']"
FLYDAG,Flytninger,Antal,2022-02-11T08:00:00,2007,2021,True,"['flyttedag', 'flyttemåned', 'tid']"
UNGFLYT,"Unge, der flytter",Antal,2021-06-14T08:00:00,2009,2020,True,"['kommune', 'familietype', 'køn', 'alder', 'flyttetype', 'tid']"
FLYBOL,Fraflyttede efterladte tomme boliger,Antal,2021-04-29T08:00:00,2010,2020,True,"['område', 'værelser', 'anvendelse', 'opholdstid inden fraflytning fra boligen', 'tid']"
FAMFLYT5,Tilflytninger,Antal,2021-06-28T08:00:00,2017,2020,True,"['tilflytningskommune', 'flyttetype', 'tilflyttet familietype', 'yngste flyttede familiemedlems alder ', 'ældste flyttede familiemedlems alder ', 'tid']"
FAMFLYT6,Fraflytninger,Antal,2021-06-14T08:00:00,2017,2020,True,"['fraflytningskommune', 'flyttetype', 'fraflyttet familietype', 'yngste flyttede familiemedlems alder ', 'ældste flyttede familiemedlems alder ', 'tid']"
VAN1KVT,Indvandring (foreløbig opgørelse),Antal,2022-02-11T08:00:00,2007K2,2021K4,True,"['område', 'køn', 'alder', 'indvandringsland', 'statsborgerskab', 'tid']"
VAN1AAR,Indvandring,Antal,2022-02-11T08:00:00,2007,2021,True,"['område', 'køn', 'alder', 'indvandringsland', 'statsborgerskab', 'tid']"
INDVAN,Indvandring,Antal,2022-02-11T08:00:00,1980,2021,True,"['køn', 'alder', 'statsborgerskab', 'indvandringsland', 'tid']"
VAN2KVT,Udvandring (foreløbig opgørelse),Antal,2022-02-11T08:00:00,2007K2,2021K4,True,"['område', 'køn', 'alder', 'udvandringsland', 'statsborgerskab', 'tid']"
VAN2AAR,Udvandring,Antal,2022-02-11T08:00:00,2007,2021,True,"['område', 'køn', 'alder', 'udvandringsland', 'statsborgerskab', 'tid']"
UDVAN,Udvandring,Antal,2022-02-11T08:00:00,1980,2021,True,"['køn', 'alder', 'statsborgerskab', 'udvandringsland', 'tid']"
BOL101,Boliger,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'beboertype', 'anvendelse', 'udlejningsforhold', 'ejerforhold', 'opførelsesår', 'tid']"
BOL102,Boliger,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'beboertype', 'anvendelse', 'opførelsesår', 'opvarmning', 'toiletforhold', 'badeforhold', 'køkkenforhold', 'tid']"
BOL103,Boliger,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'beboertype', 'anvendelse', 'antal værelser', 'boligstørrelse i kvm.', 'husstandsstørrelse', 'tid']"
BOL104,Boliger,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'beboertype', 'anvendelse', 'udlejningsforhold', 'husstandstype', 'antal børn', 'tid']"
BOL105,Boliger,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'beboertype', 'anvendelse', 'opvarmning', 'toiletforhold', 'badeforhold', 'husstandstype', 'antal børn', 'tid']"
BOL106,Boliger,-,2021-04-15T08:00:00,2010,2021,True,"['område', 'enhed', 'anvendelse', 'tid']"
BOLRD,Beboede boliger,Antal,2021-04-15T08:00:00,1930,2021,True,"['udlejningsforhold', 'tid']"
BOL201,Personer i boliger,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'anvendelse', 'udlejningsforhold', 'ejerforhold', 'opførelsesår', 'alder', 'køn', 'tid']"
BOL202,Personer,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'anvendelse', 'opvarmning', 'toiletforhold', 'badeforhold', 'køkkenforhold', 'alder', 'køn', 'tid']"
BOL203,Personer,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'anvendelse', 'udlejningsforhold', 'antal værelser', 'husstandsstørrelse', 'antal børn', 'alder', 'køn', 'tid']"
BOL204,Personer,Antal,2021-04-15T08:00:00,2010,2021,True,"['område', 'anvendelse', 'udlejningsforhold', 'husstandstype', 'antal børn', 'alder', 'køn', 'tid']"
INDAMP01,Befolkningen,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'persongruppe', 'nøgletal', 'alder', 'køn', 'tid']"
INDAMP02,Befolkningen,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnosegruppe', 'nøgletal', 'alder', 'køn', 'tid']"
INDAMP03,Befolkningen,Antal,2019-07-10T08:00:00,2006,2018,True,"['diagnosegruppe', 'nøgletal', 'alder', 'køn', 'tid']"
IND01,Indlæggelser,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnose', 'akut/ikke-akut', 'alder', 'køn', 'tid']"
IND02,Indlæggelser,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnose', 'akut/ikke-akut', 'alder', 'køn', 'tid']"
IND03,"Indlæggelser, sengedage og indlagte patienter",Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'alder', 'køn', 'tid']"
IND04,"Indlæggelser, sengedage og indlagte patienter",Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'diagnose', 'alder', 'køn', 'tid']"
IND05,"Indlæggelser, sengedage og indlagte patienter",Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'nøgletal', 'sengedage', 'alder', 'køn', 'tid']"
INDP01,Indlagte patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'dominerende diagnose', 'alder', 'køn', 'tid']"
INDP02,Indlagte patienter,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnose', 'alder', 'køn', 'tid']"
INDP03,Indeks for indlæggelser,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'familietype', 'alder', 'køn', 'tid']"
INDP04,Indeks for indlæggelser af voksne,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'socioøkonomisk status', 'alder', 'køn', 'tid']"
INDP05,Indeks for indlæggelser af voksne,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'uddannelse', 'alder', 'køn', 'tid']"
INDP06,Indeks for indlæggelser af børn,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'uddannelse', 'alder', 'køn', 'tid']"
INDP07,Indeks for indlæggelser,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'område', 'alder', 'køn', 'tid']"
INDP08,Indeks for indlæggelser,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'herkomst', 'alder', 'køn', 'tid']"
INDP09,Indeks for indlæggelser,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'boligtype', 'alder', 'køn', 'tid']"
INDP10,Indeks for indlæggelser af børn,Indeks,2019-07-10T08:00:00,2006,2018,True,"['indekstype', 'socioøkonomisk status', 'alder', 'køn', 'tid']"
AMB01,Ambulante behandlinger,Antal,2019-07-10T08:00:00,2006,2018,True,"['område', 'diagnose', 'alder', 'køn', 'tid']"
